pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7l09	M	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/11/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound domain-swapped antibody 2G12 from masked 3D refinement	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Henderson, R., Acharya, P.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
6x87	E	F	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	A	B	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	M	N	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	K	L	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	G	H	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	I	J	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6x87	C	D	0	X	protein	NA	circumsporozoite protein	IMMUNE SYSTEM	06/01/20	CryoEM structure of the Plasmodium berghei circumsporozoite protein in complex with inhibitory mouse antibody 3D11.	MUS MUSCULUS; PLASMODIUM BERGHEI	mus musculus	mus musculus	plasmodium berghei	Kucharska, I., Thai, E., Rubinstein, J., Julien, J.P.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7n28	S	U	0	G	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM/VIRAL PROTEIN	05/28/21	Cryo-EM structure of broadly neutralizing V2-apex-targeting antibody J033 in complex with HIV-1 Env	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; MACACA MULATTA	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Gao, F.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7n28	X	Y	0	F	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM/VIRAL PROTEIN	05/28/21	Cryo-EM structure of broadly neutralizing V2-apex-targeting antibody J033 in complex with HIV-1 Env	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; MACACA MULATTA	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Zhou, T., Gao, F.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7n28	J	K	0	F	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM/VIRAL PROTEIN	05/28/21	Cryo-EM structure of broadly neutralizing V2-apex-targeting antibody J033 in complex with HIV-1 Env	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; MACACA MULATTA	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Gao, F.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7n28	C	D	0	A	protein	NA	envelope glycoprotein gp120	IMMUNE SYSTEM/VIRAL PROTEIN	05/28/21	Cryo-EM structure of broadly neutralizing V2-apex-targeting antibody J033 in complex with HIV-1 Env	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS; MACACA MULATTA	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Gao, F.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7m74	N	NA	0	NA	NA	NA	NA	SIGNALING PROTEIN	03/26/21	ATP-bound AMP-activated protein kinase	HOMO SAPIENS; ESCHERICHIA COLI; LAMA GLAMA	lama glama			Yan, Y., Mukherjee, S., Harikumar, K.G., Strutzenberg, T., Zhou, X.E., Powell, S.K., Xu, T., Sheldon, R., Lamp, J., Brunzelle, J.S., Radziwon, K., Ellis, A., Novick, S.J., Vega, I.E., Jones, R., Miller, L.J., Xu, H.E., Griffin, P.R., Kossiakoff, A.A., Melcher, K.	3.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7m74	H	L	0	A	protein	NA	5'-amp-activated protein kinase catalytic subunit alpha-1	SIGNALING PROTEIN	03/26/21	ATP-bound AMP-activated protein kinase	HOMO SAPIENS; ESCHERICHIA COLI; LAMA GLAMA	homo sapiens	homo sapiens	homo sapiens	Yan, Y., Mukherjee, S., Harikumar, K.G., Strutzenberg, T., Zhou, X.E., Powell, S.K., Xu, T., Sheldon, R., Lamp, J., Brunzelle, J.S., Radziwon, K., Ellis, A., Novick, S.J., Vega, I.E., Jones, R., Miller, L.J., Xu, H.E., Griffin, P.R., Kossiakoff, A.A., Melcher, K.	3.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7pbz	F	NA	0	C | B	protein | protein	NA | NA	gamma-aminobutyric acid receptor subunit beta-3 | gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	08/03/21	a1b3 GABA-A receptor + GABA + Zn2+	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens | homo sapiens	Miller, P.S., Kasaragod, V.B.	2.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wig	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	01/03/22	Cryo-EM structure of the L-054,264-bound human SSTR2-Gi1 complex	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Chen, L., Wang, W., Dong, Y., Shen, D., Guo, J., Qin, J., Zhang, H., Shen, Q., Zhang, Y., Mao, C.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7m6f	C	D	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	03/25/21	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG1-22	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7m6f	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/ANTIVIRAL PROTEIN	03/25/21	Structure of the SARS-CoV-2 S 6P trimer in complex with the human neutralizing antibody Fab fragment, BG1-22	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Bjorkman, P.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7kh0	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-3,isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short fusion  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	10/19/20	Cryo-EM structure of the human arginine vasopressin AVP-vasopressin receptor V2R-Gs signaling complex	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Wang, L., Xu, J., Gao, S., Sun, D., Liu, H., Liu, Z., Du, Y., Zhang, C.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7kh0	S	S	0	A	protein	NA	guanine nucleotide-binding protein g(i) subunit alpha-3,isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short fusion 	SIGNALING PROTEIN	10/19/20	Cryo-EM structure of the human arginine vasopressin AVP-vasopressin receptor V2R-Gs signaling complex	HOMO SAPIENS; LAMA GLAMA	homo sapiens		homo sapiens	Wang, L., Xu, J., Gao, S., Sun, D., Liu, H., Liu, Z., Du, Y., Zhang, C.	2.8	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7whi	D	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/30/21	The state 2 complex structure of Omicron spike with Bn03 (2-up RBD, 4 nanobodies)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7whi	E	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/30/21	The state 2 complex structure of Omicron spike with Bn03 (2-up RBD, 4 nanobodies)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7whi	G	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/30/21	The state 2 complex structure of Omicron spike with Bn03 (2-up RBD, 4 nanobodies)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7whi	F	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	12/30/21	The state 2 complex structure of Omicron spike with Bn03 (2-up RBD, 4 nanobodies)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Zhan, W.Q., Zhang, X., Chen, Z.G., Sun, L.	2.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7dx4	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN	01/18/21	The structure of FC08 Fab-hA.CE2-RBD complex	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Cao, L., Wang, X.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7swo	H	L	0	A	protein	NA	spike protein s1	VIRAL PROTEIN/Immune System	11/20/21	C98C7 Fab in complex with SARS-CoV-2 Spike 6P (RBD local reconstruction)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Windsor, I.W., Tong, P., Wesemann, D.R., Harrison, S.C.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7rsn	H	L	0	A	protein	NA	amc018 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	08/11/21	AMC018 SOSIP.v4.2 in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Cottrell, C.A., Ward, A.B.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7rsn	F	K	0	G	protein	NA	amc018 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	08/11/21	AMC018 SOSIP.v4.2 in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Cottrell, C.A., Ward, A.B.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7rsn	E	J	0	C	protein	NA	amc018 gp120	VIRAL PROTEIN/IMMUNE SYSTEM	08/11/21	AMC018 SOSIP.v4.2 in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Cottrell, C.A., Ward, A.B.	3.49	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
7v3h	G	H	0	A	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7v3h	K	L	0	B	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7v3h	I	M	0	C	protein	NA	envelope protein e	VIRUS/IMMUNE SYSTEM	08/10/21	DENV2_NGC_Fab_C10 28degrees (3Fab:3E)	DENGUE VIRUS TYPE 2 (STRAIN THAILAND/NGS-C/1944); HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus type 2 (strain thailand/ngs-c/1944) 	Shu, B., Zhang, S., Victor, A.K., Ng, T.S., Lok, S.M.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7dur	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	BIOSYNTHETIC PROTEIN	01/11/21	Cryo-EM structure of the compound 2-bound human GLP-1 receptor-Gs complex	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Cong, Z., Chen, L., Ma, H., Zhou, Q., Zou, X., Ye, C., Dai, A., Liu, Q., Huang, W., Sun, X., Wang, X., Xu, P., Zhao, L., Xia, T., Zhong, W., Yang, D., Xu, H.E., Zhang, Y., Wang, M.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7d77	S	S	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(o) subunit alpha | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	10/03/20	Cryo-EM structure of the cortisol-bound adhesion receptor GPR97-Go complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Ping, Y., Mao, C., Xiao, P., Zhao, R., Jiang, Y., Yang, Z., An, W., Shen, D., Yang, F., Zhang, H., Qu, C., Shen, Q., Tian, C., Li, Z., Li, S., Wang, G., Tao, X., Wen, X., Zhong, Y., Yang, J., Yi, F., Yu, X., Xu, E., Zhang, Y., Sun, J.	2.9	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7qn8	K	NA	0	B	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn8	M	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn8	L	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3delta GABA(A)R in complex with histamine and nanobody Nb25	HOMO SAPIENS	homo sapiens		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7kej	H	K	0	B	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7kej	I	L	0	C	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7kej	G	J	0	A	protein	NA	virion spike glycoprotein	VIRAL PROTEIN/Immune System	10/11/20	BDBV-289 bound to EBOV GPdMuc Makona	EBOLA VIRUS; HOMO SAPIENS; ZAIRE EBOLAVIRUS	homo sapiens	homo sapiens	ebola virus	Murin, C.D., Ward, A.B.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6nfc	C	D	0	I | E	protein | protein	NA | NA	hiv-1 env bg505 md64 n332-gt5 sosip gp41 | hiv-1 env bg505 md64 n332-gt5 sosip gp120	VIRAL PROTEIN	12/19/18	BG505 MD64 N332-GT5 SOSIP trimer in complex with BG18-like precursor HMP42 fragmentantigen binding and base-binding RM20A3 fragment antigen binding	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	macaca mulatta	macaca mulatta	human immunodeficiency virus 1 | human immunodeficiency virus 1	Ozorowski, G., Torres, J.L., Ward, A.B.	3.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6nfc	K	N	0	B | F	protein | protein	NA | NA	hiv-1 env bg505 md64 n332-gt5 sosip gp41 | hiv-1 env bg505 md64 n332-gt5 sosip gp120	VIRAL PROTEIN	12/19/18	BG505 MD64 N332-GT5 SOSIP trimer in complex with BG18-like precursor HMP42 fragmentantigen binding and base-binding RM20A3 fragment antigen binding	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	macaca mulatta	macaca mulatta	human immunodeficiency virus 1 | human immunodeficiency virus 1	Ozorowski, G., Torres, J.L., Ward, A.B.	3.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6nfc	J	M	0	G	protein	NA	hiv-1 env bg505 md64 n332-gt5 sosip gp41	VIRAL PROTEIN	12/19/18	BG505 MD64 N332-GT5 SOSIP trimer in complex with BG18-like precursor HMP42 fragmentantigen binding and base-binding RM20A3 fragment antigen binding	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Ozorowski, G., Torres, J.L., Ward, A.B.	3.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
6nfc	H	L	0	A	protein	NA	hiv-1 env bg505 md64 n332-gt5 sosip gp120	VIRAL PROTEIN	12/19/18	BG505 MD64 N332-GT5 SOSIP trimer in complex with BG18-like precursor HMP42 fragmentantigen binding and base-binding RM20A3 fragment antigen binding	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Ozorowski, G., Torres, J.L., Ward, A.B.	3.43	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7k3b	L	K	0	E | F	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k3b	H	G	0	A | B	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k3b	J	I	0	C | D	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN	09/10/20	Structure of full-length influenza HA with a head-binding antibody at pH 5.2, conformation C, central helices splay	INFLUENZA A VIRUS (STRAIN A/HONG KONG/1/1968 H3N2); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (strain a/hong kong/1/1968h3n2)  | influenza a virus (strain a/hong kong/1/1968h3n2) 	Gui, M., Gao, J., Xiang, Y.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7ral	H	L	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	07/01/21	SARS-CoV-2 S bound to S2X259 Fab (local refinement of the RBD/S2X259 variable domains)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Veesler, D., Tortorici, M.A., Seattle Structural Genomics Center for Infectious Disease (SSGCID)	NOT	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7k8u	H	L	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C002 (state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Barnes, C.O., Malyutin, A.G., Bjorkman, P.J.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
7czv	H	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7czv	J	N	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/09/20	S protein of SARS-CoV-2 in complex bound with P5A-1B6_3B	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yan, R.H., Zhang, Y.Y., Li, Y.N., Zhou, Q.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
