pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7jv5	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	SIGNALING PROTEIN	08/20/20	Cryo-EM structure of SKF-81297-bound dopamine receptor 1 in complex with Gs protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens | homo sapiens	Zhuang, Y., Xu, P., Mao, C., Wang, L., Krumm, B., Zhou, X.E., Huang, S., Liu, H., Cheng, X., Huang, X.-P., Sheng, D.-D., Xu, T., Liu, Y.-F., Wang, Y., Guo, J., Jiang, Y., Jiang, H., Melcher, K., Roth, B.L., Zhang, Y., Zhang, C., Xu, H.E.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7vui	N	NA	0	A | B	protein | protein	NA | NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/02/21	Cryo-EM structure of a class A orphan GPCR	HOMO SAPIENS; BACILLUS CIRCULANS	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Zhou, Y.L., Wu, L.J.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nqk	B	NA	0	A	protein	NA	solute carrier family 15 member 2	MEMBRANE PROTEIN	03/01/21	Cryo-EM structure of the mammalian peptide transporter PepT2	RATTUS NORVEGICUS; LAMA GLAMA	lama glama		rattus norvegicus	Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
7nkc	F	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	02/17/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8207	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library			Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	4.46	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7b17	B	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/20	SARS-CoV-spike RBD bound to two neutralising nanobodies	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS; LAMA GLAMA	vicugna pacos, lama glama		severe acute respiratory syndrome coronavirus2 	Hallberg, B.M., Das, H.	4.01	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7fg2	D	NA	0	A	protein	NA	spike glycoprotein	PROTEIN BINDING	07/25/21	Minor cryo-EM structure of S protein trimer of SARS-CoV2 with K-874A VHH, composite map	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Song, C., Murata, K., Katayama, K.	4.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qnc	G	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with THIP (gaboxadol), histamine and nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qnc	F	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with THIP (gaboxadol), histamine and nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nk2	F	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	02/17/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8202 core	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library			Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	4.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ljc	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	engineered human gs alpha subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	SIGNALING PROTEIN	01/28/21	Allosteric modulator LY3154207 binding to SKF-81297-bound dopamine receptor 1 in complex with miniGs protein	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; LAMA GLAMA	lama glama		homo sapiens | rattus norvegicus | bos taurus	Zhuang, Y., Krumm, B., Zhang, H., Zhou, X.E., Wang, Y., Guo, J., Huang, X.-P., Liu, Y., Wang, L., Cheng, X., Jiang, Y., Jiang, H., Melcher, K., Zhang, C., Yi, W., Roth, B.L., Zhang, Y., Xu, H.E.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7p79	D	NA	0	E	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybodyb#15 in a 1up/1up-out/1down conformation.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p79	H	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybodyb#15 in a 1up/1up-out/1down conformation.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p79	B	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	07/19/21	SARS-CoV-2 spike protein in complex with sybodyb#15 in a 1up/1up-out/1down conformation.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Walter, J.D., Hutter, C.A.J., Garaeva, A.A., Scherer, M., Zimmermann, I., Wyss, M., Rheinberger, J., Ruedin, Y., Earp, J.C., Egloff, P., Sorgenfrei, M., Huerlimann, L.M., Gonda, I., Meier, G., Remm, S., Thavarasah, S., Zimmer, G., Slotboom, D.J., Paulino, C., Plattet, P., Seeger, M.A.	4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7rnn	C	NA	0	D	protein	NA	acid-sensing ion channel 1	MEMBRANE PROTEIN	07/29/21	Human ASIC1a-Nb.C1 complex	VICUGNA PACOS; HOMO SAPIENS	vicugna pacos		homo sapiens	Wu, Y., Chen, Z., Sigworth, F.J., Canessa, C.M.	2.86	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7x2c	E	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short, isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	02/25/22	Cryo-EM structure of the fenoldopam-bound D1 dopamine receptor and mini-Gs complex	Homo sapiens; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Teng, X., Zheng, S.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7qn5	F	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qn5	G	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length extrasynaptic alpha4beta3delta GABA(A)R in complex with nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ngh	D	NA	0	B	protein	NA	proton/glutamate symporter, sdf family	TRANSPORT PROTEIN	02/09/21	Structure of glutamate transporter homologue in complex with Sybody	THERMOCOCCUS KODAKARENSIS KOD1; SYNTHETIC CONSTRUCT	synthetic construct		thermococcus kodakarensis kod1	Arkhipova, V., Slotboom, D.J., Guskov, A.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7r4i	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	02/08/22	The SARS-CoV-2 spike in complex with the 2.15 neutralizing nanobody	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Melero, R., Arranz, R., Fernandez, L.A.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7r4i	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	02/08/22	The SARS-CoV-2 spike in complex with the 2.15 neutralizing nanobody	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Melero, R., Arranz, R., Fernandez, L.A.	3.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7dss	A	NA	0	1 | 3	protein | protein	NA | NA	vp1 of o type fmdv capsid | vp3 of o-type fmdv capsid	VIRUS	01/02/21	Complex of FMDV and M8 Nab	VICUGNA PACOS; FOOT-AND-MOUTH DISEASE VIRUS	vicugna pacos		foot-and-mouth disease virus | foot-and-mouth disease virus	Dong, H., Liu, P.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nj4	F	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	02/16/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8198 core	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library			Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	5.84	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7epb	C	NA	0	A	protein	NA	metabotropic glutamate receptor 2	MEMBRANE PROTEIN	04/26/21	Cryo-EM structure of LY354740-bound mGlu2 homodimer	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Du, J., Wang, D., Fan, H., Tai, L., Lin, S., Han, S., Sun, F., Wu, B., Zhao, Q.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7epb	D	NA	0	B	protein	NA	metabotropic glutamate receptor 2	MEMBRANE PROTEIN	04/26/21	Cryo-EM structure of LY354740-bound mGlu2 homodimer	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Du, J., Wang, D., Fan, H., Tai, L., Lin, S., Han, S., Sun, F., Wu, B., Zhao, Q.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7d3s	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	09/20/20	Human SECR in complex with an engineered Gs heterotrimer	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; UNIDENTIFIED; SYNTHETIC CONSTRUCT	unidentified		homo sapiens | rattus norvegicus | bos taurus	Fukuhara, S., Kobayashi, K., Kusakizako, T., Shihoya, W., Nureki, O.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f4h	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/18/21	Cryo-EM structure of afamelanotide-bound melanocortin-1 receptor in complex with Gs protein, Nb35 and scFv16	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Ma, S., Chen, Y., Dai, A., Yin, W., Guo, J., Yang, D., Zhou, F., Jiang, Y., Wang, M.-W., Xu, H.E.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f4h	S	NA	0	A | G	protein | protein	NA | NA	guanine nucleotide-binding protein g(i) subunit alpha-1 | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	06/18/21	Cryo-EM structure of afamelanotide-bound melanocortin-1 receptor in complex with Gs protein, Nb35 and scFv16	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Ma, S., Chen, Y., Dai, A., Yin, W., Guo, J., Yang, D., Zhou, F., Jiang, Y., Wang, M.-W., Xu, H.E.	2.7	ELECTRON MICROSCOPY	NA	NA	True	True	unknown	unknown	unknown	None	None	None	None	None
7vqx	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	10/21/21	Cryo-EM structure of human vasoactive intestinal polypeptide receptor 2 (VIP2R) in complex with PACAP27 and Gs	BOS TAURUS; RATTUS NORVEGICUS; SYNTHETIC CONSTRUCT; HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		bos taurus | rattus norvegicus	Xu, Y.N., Feng, W.B., Zhou, Q.T., Liang, A.Y., Li, J., Dai, A.T., Zhao, F.H., Yan, J.H., Chen, C.W., Li, H., Zhao, L.H., Xia, T., Jiang, Y., Xu, H.E., Yang, D.H., Wang, M.W.	2.74	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f54	N	NA	0	A | B	protein | protein	NA | NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/21/21	Cryo-EM structure of afamelanotide-MC4R-Gs_Nb35 complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Zhang, H., Chen, L., Mao, C., Shen, Q., Yang, D., Shen, D., Qin, J.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7tyo	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/14/22	Calcitonin receptor in complex with Gs and human calcitonin peptide	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Cao, J., Belousoff, M.J., Johnson, R.M., Wootten, D.L., Sexton, P.M.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f9y	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	engineered g-alpha-q subunit | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	07/05/21	ghrelin-bound ghrelin receptor in complex with Gq	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens | homo sapiens	Wang, Y., Zhuang, Y., Xu, P., Xu, H.E., Jiang, Y.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nvl	n	NA	0	e	protein	NA	unknown	CHAPERONE	03/15/21	Human TRiC complex in closed state with nanobody bound (Consensus Map)	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W., Structural Genomics Consortium (SGC)	2.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
7nvl	N	NA	0	E	protein	NA	t-complex protein 1 subunit epsilon	CHAPERONE	03/15/21	Human TRiC complex in closed state with nanobody bound (Consensus Map)	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W., Structural Genomics Consortium (SGC)	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7jvp	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	SIGNALING PROTEIN	08/22/20	Cryo-EM structure of SKF-83959-bound dopamine receptor 1 in complex with Gs protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens | homo sapiens	Zhuang, Y., Xu, P., Mao, C., Wang, L., Krumm, B., Zhou, X.E., Huang, S., Liu, H., Cheng, X., Huang, X.-P., Sheng, D.-D., Xu, T., Liu, Y.-F., Wang, Y., Guo, J., Jiang, Y., Jiang, H., Melcher, K., Roth, B.L., Zhang, Y., Zhang, C., Xu, H.E.	2.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7ul2	D	NA	0	R	protein	NA	neurotensin receptor 1	MEMBRANE PROTEIN	04/03/22	CryoEM Structure of Inactive NTSR1 Bound to SR48692 and Nb6	Homo sapiens; Lama glama	lama glama		homo sapiens	Robertson, M.J., Skiniotis, G.	2.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7v35	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	08/10/21	Cryo-EM structure of the GIPR/GLP-1R/GCGR triagonist peptide 20-bound human GCGR-Gs complex	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Zhao, F.h., Zhou, Q.T., Cong, Z.T., Hang, K.N., Zou, X.Y., Zhang, C., Chen, Y., Dai, A.T., Liang, A.Y., Ming, Q.Q., Wang, M., Chen, L.N., Xu, P.Y., Chang, R.L., Feng, W.B., Xia, T., Zhang, Y., Wu, B.L., Yang, D.H., Zhao, L.H., Xu, H.E., Wang, M.W.	3.4	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7bc6	B	NA	0	A	protein	NA	proton-coupled folate transporter	MEMBRANE PROTEIN	12/18/20	Cryo-EM structure of the outward open proton coupled folate transporter at pH 7.5	GALLUS GALLUS; LAMA GLAMA	lama glama		gallus gallus	Parker, J.L., Deme, J.C., Lea, S.M., Newstead, S.	3.2	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV3	NA	NA	None	None	None	None	None
7wq4	N	NA	0	A | B	protein | protein	NA | NA	engineered guanine nucleotide-binding protein g(q) subunitalpha  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	01/24/22	Galanin-bound galanin receptor 2 in complex with Gq	HOMO SAPIENS; RATTUS; LAMA GLAMA; BOS TAURUS; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | rattus	Duan, J., Shen, D.D., Xu, H.E., Zhang, Y., Jiang, Y.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7f1o	E	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short,isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	06/09/21	Cryo-EM structure of the GDP-bound dopamine receptor 1 and mini-Gs complex with Nb35	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens	Xiao, T., Zheng, S.	3.13	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nil	F	NA	0	A	protein	NA	polymerase acidic protein	VIRAL PROTEIN	02/12/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8190 core	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (a/brevigmission/1/1918(h1n1)) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	5.01	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7mbx	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN/SIGNALING PROTEIN	04/01/21	Human Cholecystokinin 1 receptor (CCK1R) Gs complex	HOMO SAPIENS; RATTUS NORVEGICUS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | rattus norvegicus | homo sapiens	Mobbs, J.I., Belousoff, M.J., Danev, R., Thal, D.M., Sexton, P.M.	1.95	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nka	F	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	02/17/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8206	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library			Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	4.07	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7vuh	N	NA	0	A | B	protein | protein	NA | NA	isoform gnas-2 of guanine nucleotide-binding protein g(s)subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	11/02/21	Cryo-EM structure of a class A orphan GPCR	HOMO SAPIENS; BACILLUS CIRCULANS	homo sapiens		homo sapiens | homo sapiens	Liu, Z.J., Hua, T., Zhou, Y.L., Wu, L.J.	3.22	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7lly	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	02/04/21	Oxyntomodulin-bound Glucagon-Like Peptide-1 (GLP-1) Receptor in complex with Gs protein	HOMO SAPIENS; LAMA GLAMA; SUS SCROFA	lama glama		homo sapiens | homo sapiens	Wootten, D., Sexton, P.M., Belousoff, M.J., Danev, R., Zhang, X., Khoshouei, M., Venugopal, H.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7b2m	D	NA	0	B | A	protein | protein	NA | NA	complement c4 alpha chain | complement c4 beta chain	IMMUNE SYSTEM	11/27/20	Cryo-EM structure of complement C4b in complex with nanobody E3	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens | homo sapiens	Oosterheert, W., De la O Becerra, K.I., van den Bos, R.M., Gros, P.	3.39	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7sla	B	NA	0	A	protein	NA	sodium/glucose cotransporter 1	MEMBRANE PROTEIN	10/23/21	CryoEM structure of SGLT1 at 3.15 Angstrom resolution	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens	Qu, Q., Han, L., Panova, O., Feng, L., Skiniotis, G.	3.15	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
